Site,Image,Alt,AI Description,Alt score,AI score,Alt regex,AI notes,AI length,URL,,Rating scale,
www.rff.org,,shutterstock_390999490.jpg,The United States Capitol building at twilight with lights illuminating the facade and a clear sky in the background.,0,5,Bad,,117,https://media.rff.org/images/shutterstock_390999490.2e16d0ba.fill-619x619.jpg,,,
www.rff.org,,shutterstock_70492273,"The White House with a fountain in front, flanked by green trees and a garden of red flowers, under a clear blue sky.",0,5,Bad,,117,https://media.rff.org/images/shutterstock_70492273.2e16d0ba.fill-675x450.jpg,,,
www.rff.org,,Social Cost of Carbon.jpg,A finger touching a tablet screen displaying financial graphs and a world map.,0,4,Bad,,78,https://media.rff.org/images/Social_Cost_of_Carbon.2e16d0ba.fill-619x619.jpg,,,
www.rff.org,,Transportation.png,Subway train on elevated tracks against a sunset sky with clouds.,1,5,Bad,,65,https://media.rff.org/images/Transportation_-_150dpi.797e6e2d.fill-619x619.png,,,
advisorstream.com,,Financial Advisor marketing success story,"Smiling woman with shoulder-length blond hair, wearing a dark top, in an office setting.",0,5,,,88,https://d9nnlhj0cc8wa.cloudfront.net/media/images/pamela-castanon_8f8ac3b0d26649e395b611fccca39f2.original_3rEYQyw.jpg,,,
leftbookclub.com,,1,"Join the Left Book Club Community Space. Login to chat to other members, discover resources and much more! LEFT BOOK CLUB",0,5,Bad,,121,https://leftbookclub-media.ams3.digitaloceanspaces.com/images/1.original.width-500.png,,,
leftbookclub.com,,3 to 2 screen res,Elderly man with round glasses smiling and holding an open book.,0,4,,,64,https://leftbookclub-media.ams3.digitaloceanspaces.com/images/3_to_2_screen_res.original.2e16d0ba.fill-800x800.jpg,,,
leftbookclub.com,,all books screen res 2,"Three books: ""THE BLACK JACOBINS"" by C.L.R. James, ""DOUGHNUT ECONOMICS"" by Kate Raworth, and ""Authentocrats."" A Left Book Club card is also present.",1,4,,,148,https://leftbookclub-media.ams3.digitaloceanspaces.com/images/all_books_screen_res_2.original.2e16d0ba.fill-800x800.jpg,,,
leftbookclub.com,,book table close up 1,"Black and pink scarves with the text ""THIS WILL FREE US"" next to a yellow card reading ""WE DO THIS TILL WE FREE US - Abolitionist Organizing and Transforming Justice - Mariame Kaba.""",1,4,,,182,https://leftbookclub-media.ams3.digitaloceanspaces.com/images/book_table_close_up_1.original.width-500.jpg,,,
leftbookclub.com,,Books.png,"Apple on top of three stacked books, depicted in a simple, monochrome line drawing style.",1,5,Bad,,89,https://leftbookclub-media.ams3.digitaloceanspaces.com/images/Books.original.width-500.png,,,
leftbookclub.com,,clement-atlee,"A black and white photo of a happy crowd with a man in front speaking into a microphone, others cheering with raised hands.",3,5,,,123,https://leftbookclub-media.ams3.digitaloceanspaces.com/images/Image.2e16d0ba.fill-800x800.png,,,
leftbookclub.com,,Screenshot 2023-03-07 at 18.04.50,TRIBUNE,0,5,,,7,https://leftbookclub-media.ams3.digitaloceanspaces.com/images/Screenshot_2023-03-07_at_18.04.50.original.width-500.png,,,
leftbookclub.com,,Screenshot 2023-03-07 at 18.07.57,THE NEW STATESMAN,0,5,,,17,https://leftbookclub-media.ams3.digitaloceanspaces.com/images/Screenshot_2023-03-07_at_18.07.57.original.width-500.png,,,
leftbookclub.com,,Screenshot 2023-03-07 at 18.09.28,TimeOut,0,5,,,7,https://leftbookclub-media.ams3.digitaloceanspaces.com/images/Screenshot_2023-03-07_at_18.09.28.original.width-500.png,,,
leftbookclub.com,,solidarity sub merch,"Canvas tote bag with ""LEFT BOOK CLUB"" in red letters and three books: ""Read. Debate. Organise."", ""THE BLACK JACOBINS"", and ""WE DO THIS 'TIL WE FREE US"".",1,5,,,152,https://leftbookclub-media.ams3.digitaloceanspaces.com/images/Screenshot_2022-10-18_at_20.12.33..2e16d0ba.fill-800x800.png,,,
www.blackstonechambers.com,,Adam_Sloane-edit-4.jpg,"A man in a dark suit, white shirt, and tie with a confident smile against a blue background.",1,3,Bad,,92,https://www.blackstonechambers.com/images/Adam_Sloane-edit-4.2e16d0ba.fill-90x90.jpg,,,
www.blackstonechambers.com,,Billy Brian,"A young person with short hair, wearing a suit and tie, against a blue background.",3,3,,,82,https://www.blackstonechambers.com/images/BillyBrian.2e16d0ba.fill-90x90.jpg,,,
www.blackstonechambers.com,,Derek May 2017 (2),"Balding man with a smile, wearing a dark suit, white shirt, and tie against a blue background.",3,3,,,94,https://www.blackstonechambers.com/images/DerekJarman_finaledit.836de37f.fill-90x90.jpg,,,
www.blackstonechambers.com,,DT,"Bald man with a beard, glasses, wearing a navy suit, white shirt, and red tie against a blue background.",2,3,,,104,https://www.blackstonechambers.com/images/Dean_Tolman_Clerk.2e16d0ba.fill-90x90.jpg,,,
www.blackstonechambers.com,,Gary Oliver - Head Clerk,An older man with a tie and suit in front of a blurred background.,3,3,,,66,https://www.blackstonechambers.com/images/Gary_Oliver_-_Head_Clerk.1c00c37c.fill-90x90.jpg,,,
www.blackstonechambers.com,,JM4_2631.jpg,"Clean-shaven man with styled hair, smiling, in a business suit and tie.",0,2,Bad,Not clean-shaven,71,https://www.blackstonechambers.com/images/JM4_2631.34015010.fill-90x90.jpg,,,
www.blueridgetraveler.com,,_NCParks#30852_unk_photog_DISW_2014-10-_0.jpg,Children and adults engaged in arts and crafts activities at a table with various art supplies like paper tubes and paint.,0,4,Bad,,122,https://www.blueridgetraveler.com/media/images/_NCParks30852_unk_photog_DISW_2014-10-_0.max-350x250.jpg,,,
www.blueridgetraveler.com,,210927_McDowell_Road-Cycling-111.jpg,"Three cyclists taking a selfie, smiling, with bike graphics on a trailer in the background.",1,5,Bad,,91,https://www.blueridgetraveler.com/media/images/210927_McDowell_Road-Cycling-111.2e16d0ba.fill-500x250.jpg,,,
www.blueridgetraveler.com,,210927_McDowell_Road-Cycling-111.jpg,Three cyclists taking a selfie in front of a trailer with mountain biking artwork. They are wearing helmets and sunglasses.,1,5,Bad,,123,https://www.blueridgetraveler.com/media/images/210927_McDowell_Road-Cycling-111.2e16d0ba.fill-640x360.jpg,,,
www.blueridgetraveler.com,,Trail Head Gateway,"Wooden signpost with ""TO TRAILS"" text and a map, near a gravel path leading into a green forest with a picnic bench on the side.",2,5,,,128,https://www.blueridgetraveler.com/media/images/2July_41.max-640x360.jpg,,,
www.catawbabrewing.com,,"Catawba Brewing Asheville, NC","Outdoor seating area at a venue with people at picnic tables, a dog, greenery, and a covered upper deck.",3,5,,,104,https://www.catawbabrewing.com/media/images/ashe6.height-250.png,,,
www.catawbabrewing.com,,Carolina Fog,"Catawba, CAROLINA FOG HAZY IPA, beer can with a campfire scene and silhouettes of two people.",3,5,,,93,https://www.catawbabrewing.com/media/images/12can-mockup-CarolinaFog_2.height-200.png,,,
www.catawbabrewing.com,,Endless Trail,Catawba ENDLESS TRAIL Pilsner beer can with a design of a forest landscape and people paddling in a canoe.,3,5,,,106,https://www.catawbabrewing.com/media/images/catawba-endlesstrail-render.height-200.png,,,
www.catawbabrewing.com,,Blackberry Zombie,"Pink beer can with ""Blackberry Zombie White Ale"" text and illustrations of zombies and blackberries.",3,5,,,100,https://www.catawbabrewing.com/media/images/CVB-CanRender-BBerryZombie12ozFRONT.height-200.png,,,
www.catawbabrewing.com,,Oktoberfest,"Oktoberfest themed beer can from Catawba Brewing Co featuring a mountain landscape, a cityscape, and a large tuba. ""CATAWBA OKTOBERFEST Märzen Lager""",2,4,,"Not a tuba, it’s an alphorn",149,https://www.catawbabrewing.com/media/images/Oktoberfest-web2.height-200.png,,,
www.catawbabrewing.com,,Peanut Butter Jelly Time®,Catawba Peanut Butter Jelly Time Raspberry Brown Ale can with peanut and raspberry illustrations.,3,4,,,97,https://www.catawbabrewing.com/media/images/pbj-raspberry-can.height-200.png,,,
www.catawbabrewing.com,,White Zombie®,"Illustration of a zombie on a purple beer can labeled ""WHITE ZOMBIE White Ale"" by CATWBA brewing.",3,4,,,97,https://www.catawbabrewing.com/media/images/white-zombie-can.height-200.png,,,
www.koganinternet.com.au,,BYO Modem,"The image is not visible or is missing; therefore, I cannot provide a description.",2,0,,,82,https://kwalify-media-prod.s3.amazonaws.com/media/images/BYO_Modem70x70_hyqvk8.width-800_lgnicp,,,
www.koganinternet.com.au,,Call Us,Black rectangle with no distinguishable features or text.,1,0,,,57,https://kwalify-media-prod.s3.amazonaws.com/media/images/Call2_mqwaei_b4uc9y.width-800_q6vrr4,,,
www.koganinternet.com.au,,Help Centre,Solid dark square with a smaller grey square in the upper left corner.,3,0,,,70,https://kwalify-media-prod.s3.amazonaws.com/media/images/Help2_q6i4ae_irb4dd.width-800_qj8izf,,,
www.koganinternet.com.au,,Internet Rating - Product Review,"Five gold stars above ""1300+ 5 star reviews"" next to the logo of PRODUCTREVIEW.COM.AU.",2,5,,,86,https://kwalify-media-prod.s3.amazonaws.com/images/Internet_Rating.width-800.png,,,
www.koganinternet.com.au,,Kogan_4G_Home_Internet_Icon.png,"An icon illustrating a person with a laptop inside a house, both connected by a Wi-Fi signal.",1,3,Bad,,93,https://kwalify-media-prod.s3.amazonaws.com/media/images/Kogan_4G_Home_Internet_Icon_y5zfr1.width-800_zcj3vd,,,
www.koganinternet.com.au,,nbn_logo_v5.jpg,nbn™,1,5,Bad,,4,https://kwalify-media-prod.s3.amazonaws.com/media/images/nbn_logo_v5_edqedh.width-800_uvws7o,,,
www.koganinternet.com.au,,No Lock-in Contracts,A notepad with lines and a pencil crossed out in a circle.,1,3,,,58,https://kwalify-media-prod.s3.amazonaws.com/media/images/Contract2_q6xzqt_qsrq6j.width-800_gljgok,,,
www.koganinternet.com.au,,Price Pledge,Black icon of a clenched fist holding a dollar sign.,1,3,,,52,https://kwalify-media-prod.s3.amazonaws.com/media/images/Internet_PriceBeat_khowa4.width-800_ktohcj,,,
www.koganinternet.com.au,,Qantas Frequent Flyer,"Qantas Airways logo with a kangaroo icon on a red triangle next to the word ""Qantas"".",4,2,,,85,https://kwalify-media-prod.s3.amazonaws.com/media/images/QFF_LOGO_v2_drf7ev.width-800_qnsp6a,,,
www.koganinternet.com.au,,Quick & Easy,Stylized pocket watch with stripes forming the numbers on the face and a bow at the top.,1,3,,,88,https://kwalify-media-prod.s3.amazonaws.com/media/images/Setup2_at8ab1_rd2ejy.width-800_zzfukv,,,
www.wellbeingofwomen.org.uk,,crying white woman,"Black and white image of a woman with closed eyes, squinted facial expression, and visible perspiration on her face.",3,3,,Not perspiration,116,https://wellbeingofwomen.blob.core.windows.net/www/images/crying_white_woman_1.2e16d0ba.fill-800x500-c75.png,,,
www.wellbeingofwomen.org.uk,,Dr Ashley Boyle,A smiling woman in a lab coat and gloves pipetting liquid into a container inside a laboratory fume hood.,3,5,,,105,https://wellbeingofwomen.blob.core.windows.net/www/images/Ashley-Boyle-8.2e16d0ba.fill-600x400-c100.jpg,,,
www.wellbeingofwomen.org.uk,,Lavina and Aziza,"Two women smiling, holding a manifesto sign reading ""THE APPG's MANIFESTO FOR MENOPAUSE 1. Integrate menopause in the free NHS Health Check for women over 40""",3,5,,,158,https://wellbeingofwomen.blob.core.windows.net/www/images/Lavina_and_Aziza_SYWe9bl.2e16d0ba.fill-600x400-c100.png,,,
www.wellbeingofwomen.org.uk,,"Nighat, Michelle, Meera full size","Three women smiling at a table, one in a blue dress, one in a hijab and pink attire, and one in a patterned dress.",3,5,,,114,https://wellbeingofwomen.blob.core.windows.net/www/images/Nighat_Michelle_Meera_3_1.2e16d0ba.fill-600x400-c100.jpg,,,
www.wellbeingofwomen.org.uk,,Photo of a woman sitting in a wheelchair smiling waving and using a laptop,"Woman in a wheelchair at a table using a laptop, smiling and gesturing a peace sign with her hand.",4,4,,,98,https://wellbeingofwomen.blob.core.windows.net/www/images/658a45cf-9d38-4c3f-8385-05336.2e16d0ba.fill-600x400-c100.jpg,,,
www.wellbeingofwomen.org.uk,,phoy - Edited (1),A family of four with two adults in purple shirts and two young children standing in front of a small house with a blue door.,0,4,,Not a blue door,125,https://wellbeingofwomen.blob.core.windows.net/www/images/phoy_-_Edited_1.2e16d0ba.fill-600x400-c100.png,,,
www.wellbeingofwomen.org.uk,,Walk and Talk for Women’s Health-image,"Eight women in purple t-shirts with a logo in front of a building sign reading ""pwc"" with a colorful square logo beside the text.",3,4,,,129,https://wellbeingofwomen.blob.core.windows.net/www/images/tmptmpuqgedo7e.49a8eebc.fill-600x400-c100.jpg,,,
www.wellbeingofwomen.org.uk,,wellbeing_of_women_conference-96,"A woman with long brown hair speaking into a microphone, focused intently, and probably addressing an audience.",1,5,Bad,,111,https://wellbeingofwomen.blob.core.windows.net/www/images/wellbeing_of_women_conference.bce6888a.fill-600x400-c100.jpg,,,
www.wellbeingofwomen.org.uk,,Women at work around table,Four women engaged in a relaxed conversation at a cafe with brick walls and warm lighting. They sit around a small white table with drinks.,3,5,,,139,https://wellbeingofwomen.blob.core.windows.net/www/images/Women_around_table.2e16d0ba.fill-600x400-c100.jpg,,,
www.wellbeingofwomen.org.uk,,Women researchers talking in lab,Three scientists in lab coats and gloves working with lab equipment and bottles on a bench.,3,5,,,91,https://wellbeingofwomen.blob.core.windows.net/www/images/Women_researchers_talking_in_.2e16d0ba.fill-600x400-c100.jpg,,,
www.williamsmachinery.com,,Introducing the New DEVELON DTL35 Skid-Steer,"Two men conversing beside an orange construction vehicle with the word ""DEVELON"" on it.",3,4,,,87,https://www.wesgroupequipment.com/media/images/unnamed_GnKjfhu.2e16d0ba.fill-300x200.jpg,,,
www.williamsmachinery.com,,New Ammann ARW Line Offers Unparalleled Control & Maneuverability,Compact Ammann vibratory roller on gravel with logos visible on the equipment.,2,5,,,78,https://www.wesgroupequipment.com/media/images/Image_5.2e16d0ba.fill-300x200.jpg,,,
www.williamsmachinery.com,,New Equipment,"White skid-steer loader with a bucket attachment, red wheels, and ""Bobcat"" branding on the side.",1,5,,,96,https://www.wesgroupequipment.com/media/images/2400x1600-New-Bobcat.height-200.jpg,,,
www.williamsmachinery.com,,Parts,"Various maintenance items on a table: Bobcat drive motor oil, a Werner oil filter, Goodyear belt, and a Donaldson fuel filter.",1,5,,,126,https://www.wesgroupequipment.com/media/images/2400x1600-Parts.height-264.jpg,,,
www.williamsmachinery.com,,Rental Equipment,"Red and black forklift with extended forks, no visible text, against a white background.",1,4,,"Not sure why ""no visible text""",88,https://www.wesgroupequipment.com/media/images/2400x1600-Rental-Linde.height-200.jpg,,,
www.williamsmachinery.com,,Service,"A mechanic works inside the engine compartment of a vehicle, with tools on the ground.",1,5,,,86,https://www.wesgroupequipment.com/media/images/2400x1600-Service.height-264.jpg,,,
www.williamsmachinery.com,,The Konecranes E-VER Electric Forklift North American Debut and Tour 2023-2024,A blue forklift by Komatsu handling materials at a construction site with cloudy skies overhead.,3,4,,Not Komatsu,96,https://www.wesgroupequipment.com/media/images/Williams_Machinery_Konecranes_E-VE.2e16d0ba.fill-300x200.jpg,,,
www.williamsmachinery.com,,Training,A person operates a forklift in a training area with another forklift in the background.,1,5,,,88,https://www.wesgroupequipment.com/media/images/Training_Forklifts_02.height-264.jpg,,,
www.williamsmachinery.com,,Used Equipment,Orange excavator with black tracks isolated on a white background.,1,5,,,66,https://www.wesgroupequipment.com/media/images/Untitled-1_aAwlO4e.height-200.png,,,
www.williamsmachinery.com,,X-Agent & Smart Collision Tech from Develon Awarded at CES,CES Innovation Awards 2024 HONOREE,3,5,,,34,https://www.wesgroupequipment.com/media/images/Untitled_o4Dxcnu.2e16d0ba.fill-300x200.png,,,
www.williamsmachinery.com,,New Equipment,White and red skid-steer loader on a white background.,1,5,,,54,https://www.wesgroupequipment.com/media/images/2400x1600-New-Bobcat.2e16d0ba.fill-305x200.jpg,,,
